,0,1,2,3,4
0,Energy,LDA,LSD,RLDA,ScRLDA
1,Etot =,-2232.534978,-2232.587154,-2255.727328,-2255.607224
2,Ekin =,2230.434545,2230.498886,2301.515332,2293.982566
3,Ecoul =,960.716547,961.107904,967.480227,966.934286
4,Eenuc =,-5344.042750,-5344.483402,-5446.352337,-5438.224764
5,Exc =,-79.643321,-79.710543,-78.370550,-78.299312
6,1s,-423.336658,-423.325636-423.320985,-428.380950,-428.520694
7,2s,-53.093086,-53.081392-53.078839,-54.393306,-54.416838
8,2p,-47.527869,-47.516835-47.512845,-48.691835-47.357671,-47.814343
9,3s,-6.730755,-6.721389-6.715386,-6.944655,-6.947157
10,3p,-4.851725,-4.842850-4.835858,-5.020028-4.835819,-4.897332
11,3d,-1.542767,-1.535750-1.524956,-1.520434-1.493623,-1.504886
12,4s,-0.523670,-0.547213-0.472809,-0.539069,-0.539201
13,4p,-0.197497,-0.220331-0.150320,-0.203336-0.192988,-0.196356
